Min,Max,Mean,Median,Std,Label
348.0,1124.0,803.7014925373135,804.0,104.5275104722844,0
616.0,860.0,738.0,738.0,122.0,0
544.0,1192.0,1005.483870967742,1028.0,115.37592720565236,0
340.0,672.0,519.5294117647059,520.0,70.15790395877912,0
456.0,1136.0,836.6037735849056,852.0,147.34971104230448,0
568.0,604.0,584.7142857142857,584.0,9.199600701183964,0
548.0,576.0,561.5,562.0,8.231038816577165,0
448.0,484.0,470.6666666666667,480.0,16.110727964792762,1
492.0,492.0,492.0,492.0,0.0,0
308.0,2512.0,854.433962264151,934.0,363.9106778978518,0
708.0,1408.0,1225.8039215686274,1300.0,185.0258084391009,0
1452.0,1556.0,1504.0,1504.0,52.0,0
2528.0,2528.0,2528.0,2528.0,0.0,0
572.0,572.0,572.0,572.0,0.0,0
580.0,728.0,613.8947368421053,612.0,18.58788281391529,0
568.0,640.0,598.1034482758621,596.0,14.887728868703054,0
504.0,1488.0,766.2222222222222,692.0,274.71916075139467,0
368.0,1184.0,641.9451525685593,640.0,58.37499547927506,0
376.0,2184.0,639.8241758241758,548.0,306.9973187199586,0
572.0,1676.0,941.3333333333334,576.0,519.4903485361612,0
524.0,1144.0,804.3235294117648,804.0,25.078958356541342,0
628.0,1164.0,832.6666666666666,700.0,233.3342857123421,1
548.0,3344.0,1070.0,564.0,822.0698930692628,0
532.0,532.0,532.0,532.0,0.0,0
532.0,1396.0,919.3333333333334,924.0,285.8896445989062,0
596.0,768.0,637.1466666666666,636.0,21.25821775742789,0
368.0,1640.0,906.736012608353,912.0,68.95507705080593,0
756.0,960.0,876.6206896551724,876.0,23.586106069556624,0
2528.0,2528.0,2528.0,2528.0,0.0,0
396.0,900.0,665.8823529411765,684.0,135.2356907089341,0
512.0,1572.0,849.4054054054054,540.0,450.9768052679655,0
440.0,2416.0,899.84,880.0,343.7719802427184,0
404.0,928.0,670.56,684.0,144.9761580398653,0
316.0,4500.0,728.4958677685951,564.0,533.3117662920718,0
432.0,1300.0,754.4,676.0,290.9471429658659,0
568.0,568.0,568.0,568.0,0.0,0
488.0,1960.0,1300.0,1288.0,534.3157618237865,1
396.0,816.0,621.9512195121952,620.0,35.23714172644221,0
720.0,720.0,720.0,720.0,0.0,1
308.0,4884.0,1456.2857142857142,844.0,1474.175771094354,1
520.0,2664.0,1400.2608695652175,1588.0,633.4372222689203,0
408.0,1308.0,857.5652173913044,876.0,144.63822717796504,0
396.0,1264.0,982.5762711864406,1108.0,218.1630265837414,0
816.0,1060.0,905.752808988764,900.0,55.189821749067576,0
552.0,552.0,552.0,552.0,0.0,0
548.0,592.0,573.0666666666667,572.0,10.00977300219918,0
304.0,2388.0,807.2839637719766,812.0,69.97492224246763,0
616.0,1296.0,1084.3495145631068,1124.0,112.4430996331218,0
676.0,1140.0,784.2962962962963,770.0,71.21735889868987,0
2208.0,2208.0,2208.0,2208.0,0.0,1
512.0,512.0,512.0,512.0,0.0,0
1256.0,3040.0,2512.4444444444443,2652.0,503.2284904297917,0
400.0,756.0,619.1264367816092,616.0,26.66730082480201,0
564.0,564.0,564.0,564.0,0.0,0
564.0,1968.0,1208.0,1318.0,446.2510504189318,0
316.0,18676.0,882.4213333333333,380.0,1805.371961252922,1
516.0,2136.0,1193.142857142857,1560.0,605.6258695577254,0
464.0,1248.0,870.9629629629629,904.0,152.2321525101958,0
532.0,548.0,540.0,540.0,8.0,0
460.0,460.0,460.0,460.0,0.0,0
432.0,21184.0,4112.0,756.0,7638.109364670466,1
716.0,980.0,846.7692307692307,824.0,55.30079126733089,0
460.0,596.0,560.0,580.0,50.34282471216728,0
412.0,1104.0,635.4285714285714,574.0,165.53882336423783,0
432.0,3340.0,1528.0,812.0,1290.634985837075,1
1468.0,1576.0,1522.0,1522.0,54.0,0
568.0,732.0,604.3072625698323,600.0,20.42934418134024,0
584.0,784.0,618.4411764705883,616.0,22.963770924795977,0
544.0,1664.0,746.6666666666666,568.0,410.3700227301642,0
628.0,4064.0,2346.0,2346.0,1718.0,1
1160.0,1160.0,1160.0,1160.0,0.0,0
532.0,1396.0,919.3333333333334,924.0,285.8896445989062,0
704.0,1024.0,850.6666666666666,850.0,116.0727741069752,0
520.0,2072.0,825.25,540.0,507.9305439723034,0
724.0,724.0,724.0,724.0,0.0,0
524.0,1564.0,956.5714285714286,540.0,490.1891346767103,0
352.0,2148.0,762.8,600.0,523.3554814846216,1
2428.0,2428.0,2428.0,2428.0,0.0,1
440.0,2416.0,899.84,880.0,343.7719802427184,0
628.0,4688.0,2008.0,1634.0,1441.573214697517,0
524.0,3724.0,1116.4,534.0,1030.9443437935918,0
608.0,23016.0,9450.545454545454,5172.0,8074.331093754469,1
312.0,3016.0,1077.7627118644068,944.0,575.2486960771042,1
364.0,960.0,650.75,636.0,135.00902747594324,0
512.0,1568.0,615.047619047619,530.0,251.97401154549863,0
360.0,8176.0,1474.928571428571,682.0,1660.0814938811077,0
908.0,1004.0,956.16,960.0,22.89398174193384,0
1036.0,1148.0,1117.0,1126.0,31.24633311819698,0
324.0,1588.0,829.6,764.0,430.43122563308526,0
464.0,1392.0,820.8211920529801,816.0,96.36060075939471,0
536.0,536.0,536.0,536.0,0.0,0
828.0,948.0,878.3846153846154,876.0,28.270774421485743,0
720.0,720.0,720.0,720.0,0.0,0
1084.0,1084.0,1084.0,1084.0,0.0,0
520.0,524.0,522.0,522.0,2.0,1
484.0,484.0,484.0,484.0,0.0,0
532.0,532.0,532.0,532.0,0.0,0
480.0,480.0,480.0,480.0,0.0,0
432.0,1464.0,1025.8235294117646,1060.0,310.6330794274848,0
412.0,704.0,573.1612903225806,576.0,36.58582201520988,0
524.0,2484.0,1005.4545454545456,544.0,714.1301592129552,0
576.0,952.0,704.0,644.0,151.8947003683802,0
320.0,1472.0,1032.2775052557813,1076.0,167.51885356123773,0
532.0,1160.0,968.0,1040.0,215.59002487019063,0
428.0,1160.0,968.0,988.0,139.2149417268132,0
520.0,1612.0,775.6,542.0,418.1806308283539,0
304.0,1472.0,865.7820927723841,868.0,90.7207147986097,0
576.0,620.0,595.7538461538461,596.0,9.357893861056178,0
612.0,1464.0,817.0,688.0,277.86147627909844,1
536.0,536.0,536.0,536.0,0.0,0
1876.0,1876.0,1876.0,1876.0,0.0,0
576.0,620.0,595.7538461538461,596.0,9.357893861056178,0
844.0,2468.0,1242.888888888889,1174.0,246.2836866724787,0
456.0,876.0,688.156862745098,680.0,64.0830871661616,0
468.0,1056.0,628.2285714285714,582.0,127.13976240214338,0
824.0,960.0,872.6857142857143,872.0,25.171152909144038,0
560.0,616.0,591.4117647058823,594.0,12.33387884949615,0
568.0,604.0,587.6363636363636,590.0,8.77260951404714,0
560.0,580.0,570.4,568.0,6.974238309665077,0
1068.0,1068.0,1068.0,1068.0,0.0,0
312.0,2736.0,956.2806711701896,960.0,106.60599104844214,0
380.0,936.0,606.5465838509317,616.0,56.5002006603988,0
588.0,664.0,631.3584905660377,632.0,13.313483503750174,0
560.0,616.0,591.4117647058823,594.0,12.33387884949615,0
312.0,1616.0,743.2343015946536,760.0,62.89504034961097,0
740.0,1384.0,1243.111111111111,1312.0,167.67140115545078,0
388.0,640.0,517.8168083097262,532.0,40.254624668328425,0
452.0,452.0,452.0,452.0,0.0,0
332.0,2288.0,813.1034482758621,682.0,368.5608867330996,0
476.0,476.0,476.0,476.0,0.0,0
548.0,576.0,564.0,564.0,8.94427190999916,0
488.0,488.0,488.0,488.0,0.0,0
376.0,828.0,671.9310344827586,680.0,100.37307340341376,0
452.0,1040.0,690.0952380952381,676.0,72.15981256040536,0
468.0,468.0,468.0,468.0,0.0,0
376.0,616.0,496.09375,496.0,18.904132112781586,0
552.0,1724.0,939.6666666666666,582.0,483.5161723136972,0
508.0,4172.0,1213.639344262295,1036.0,817.6567485516334,0
728.0,1448.0,1128.0,1208.0,299.3325909419153,1
1904.0,1904.0,1904.0,1904.0,0.0,1
376.0,616.0,496.09375,496.0,18.904132112781586,0
408.0,700.0,558.6666666666666,560.0,69.2820323027551,0
420.0,784.0,598.5882352941177,596.0,63.080768788938045,0
560.0,616.0,591.4117647058823,594.0,12.33387884949615,0
524.0,1316.0,1059.111111111111,1112.0,162.18325254910695,0
308.0,2512.0,854.433962264151,934.0,363.9106778978518,0
704.0,1024.0,850.6666666666666,850.0,116.0727741069752,0
716.0,716.0,716.0,716.0,0.0,1
328.0,904.0,591.58,608.0,59.2741393864137,0
452.0,1452.0,1129.6153846153843,1228.0,245.7844704556408,0
324.0,2196.0,651.6190476190476,468.0,401.6535436928171,1
360.0,8176.0,1474.928571428571,682.0,1660.0814938811077,0
308.0,1352.0,656.137049941928,608.0,188.1237386176529,0
520.0,2116.0,921.9354838709676,640.0,471.7296885542349,0
2428.0,2428.0,2428.0,2428.0,0.0,1
332.0,2080.0,1013.6,780.0,590.4336033797534,1
412.0,2344.0,905.818181818182,528.0,672.7773937102845,1
376.0,1952.0,885.7294179339276,892.0,49.14924020916156,0
452.0,452.0,452.0,452.0,0.0,0
2620.0,2620.0,2620.0,2620.0,0.0,0
22368.0,22368.0,22368.0,22368.0,0.0,1
788.0,2156.0,1444.0,1388.0,559.8857026215261,1
304.0,924.0,576.0993788819876,576.0,124.73178868814904,0
344.0,1912.0,828.0,732.0,432.5921867070648,1
540.0,3092.0,2011.0,2206.0,986.980749558977,0
452.0,948.0,706.6206896551724,692.0,97.8177100505035,0
312.0,3016.0,1077.7627118644068,944.0,575.2486960771042,1
1352.0,1352.0,1352.0,1352.0,0.0,1
524.0,3724.0,1116.4,534.0,1030.9443437935918,0
576.0,576.0,576.0,576.0,0.0,0
564.0,1132.0,757.3333333333334,576.0,264.9746319094633,0
484.0,10180.0,1343.7735849056603,836.0,1440.7663401292427,1
516.0,2096.0,727.76,536.0,414.3678829253059,0
320.0,1152.0,859.6366379960766,860.0,60.17543516651279,0
360.0,500.0,430.0,430.0,70.0,0
568.0,1712.0,1262.5,1660.0,537.1999162323092,0
600.0,1432.0,978.9814814814816,928.0,149.37391860127067,0
520.0,1552.0,707.1111111111111,544.0,337.89822413937486,0
460.0,12252.0,1560.6666666666667,948.0,1544.392903575067,0
544.0,580.0,561.5238095238095,560.0,8.856630809571557,0
408.0,1800.0,815.2537313432836,804.0,110.57533978993312,0
516.0,3720.0,1667.8947368421052,1580.0,770.2005135189996,0
1092.0,1168.0,1135.2,1136.0,24.579666393179547,0
432.0,3340.0,1528.0,812.0,1290.634985837075,1
336.0,704.0,524.3333333333334,526.0,112.1838768371918,0
472.0,2236.0,822.5,602.0,509.126457768598,1
472.0,1212.0,685.8771653543307,612.0,165.8670866189578,0
740.0,808.0,768.9090909090909,768.0,15.628962307521167,0
568.0,604.0,587.6363636363636,590.0,8.77260951404714,0
944.0,944.0,944.0,944.0,0.0,1
380.0,880.0,598.1052631578947,584.0,103.45906626947588,0
440.0,1112.0,604.5263157894736,564.0,136.63989107795354,0
408.0,1800.0,815.2537313432836,804.0,110.57533978993312,0
536.0,2632.0,1584.0,1584.0,838.8802059889124,1
324.0,2196.0,651.6190476190476,468.0,401.6535436928171,1
584.0,636.0,604.9230769230769,604.0,11.111058514010947,0
864.0,916.0,888.5,892.0,13.629013170439013,0
408.0,700.0,558.6666666666666,560.0,69.2820323027551,0
468.0,468.0,468.0,468.0,0.0,1
680.0,764.0,722.0,722.0,42.0,1
324.0,1588.0,829.6,764.0,430.43122563308526,0
416.0,2108.0,710.7914893617021,600.0,292.775484258652,0
348.0,1680.0,638.3589743589744,568.0,231.69691599371652,0
552.0,580.0,562.6976744186046,564.0,6.886234613329021,0
548.0,740.0,590.9319899244332,588.0,18.22744379015676,0
412.0,2344.0,905.818181818182,528.0,672.7773937102845,1
304.0,3844.0,963.860606060606,980.0,177.21236693180327,0
344.0,3024.0,1164.0,644.0,1098.3114312434338,1
304.0,1456.0,737.8028169014085,652.0,346.53555473614887,0
520.0,552.0,534.7142857142857,536.0,7.638516791597057,0
368.0,18284.0,820.5217391304348,568.0,1145.490300344589,0
724.0,724.0,724.0,724.0,0.0,0
1204.0,1468.0,1336.0,1336.0,132.0,1
364.0,996.0,611.6214285714286,612.0,45.91388956625261,0
484.0,484.0,484.0,484.0,0.0,0
520.0,2116.0,921.9354838709676,640.0,471.7296885542349,0
512.0,2140.0,687.2,532.0,412.3822175280274,0
684.0,1860.0,1428.0,1740.0,528.3635112306678,1
732.0,1404.0,1192.2448979591836,1308.0,214.2093702682118,0
340.0,672.0,519.5294117647059,520.0,70.15790395877912,0
424.0,1724.0,694.4091778202677,592.0,239.55863030503852,0
440.0,860.0,648.8807339449542,656.0,95.03700146347076,0
548.0,1596.0,1064.0,1056.0,510.8372213011368,0
580.0,580.0,580.0,580.0,0.0,0
580.0,580.0,580.0,580.0,0.0,0
364.0,1816.0,588.96,576.0,139.14955407761823,0
696.0,1000.0,848.9433962264151,848.0,67.30511071299331,0
480.0,480.0,480.0,480.0,0.0,0
432.0,1300.0,754.4,676.0,290.9471429658659,0
500.0,1652.0,1078.5411764705882,1016.0,274.8212489832865,0
524.0,560.0,536.516129032258,536.0,8.605590709952551,0
944.0,944.0,944.0,944.0,0.0,1
388.0,984.0,610.0261437908497,608.0,29.729487949796614,0
328.0,70180.0,4777.6,1344.0,11229.919664895204,1
552.0,1068.0,909.6714285714286,908.0,45.230906446357935,0
492.0,492.0,492.0,492.0,0.0,0
824.0,1396.0,1269.076923076923,1318.0,133.32000919618557,0
304.0,77164.0,2324.6526315789474,970.0,5194.330552618066,1
328.0,708.0,521.0,524.0,134.3837787830064,0
392.0,868.0,675.5324675324675,676.0,90.3464593223946,0
496.0,496.0,496.0,496.0,0.0,0
400.0,744.0,632.3181818181819,630.0,43.67325618482236,0
908.0,1020.0,962.3809523809524,964.0,24.67401986373172,0
588.0,848.0,616.0,612.0,25.50604586435377,0
332.0,676.0,502.6666666666667,500.0,140.45007021081273,0
440.0,1464.0,924.4,964.0,168.1280464408006,0
320.0,10768.0,1148.0701754385964,562.0,1486.9531294262426,1
504.0,1576.0,885.0,544.0,470.5879301469599,0
312.0,1248.0,605.5655172413793,604.0,78.883616916543,0
720.0,2604.0,1486.6666666666667,1136.0,808.1210030407301,0
688.0,688.0,688.0,688.0,0.0,0
676.0,1656.0,1166.0,1166.0,490.0,1
476.0,1248.0,1001.5813953488372,1084.0,224.51790549180055,0
324.0,31392.0,2085.333333333333,1094.0,3585.826030004846,1
588.0,1408.0,1027.68,1040.0,121.28865404480337,0
392.0,700.0,624.9230769230769,632.0,41.00743185637966,0
356.0,2028.0,924.0,388.0,780.7551899710091,1
480.0,480.0,480.0,480.0,0.0,0
384.0,912.0,635.0895522388059,640.0,78.4723986732332,0
524.0,1564.0,956.5714285714286,540.0,490.1891346767103,0
324.0,2044.0,662.5,414.0,542.5198153063167,1
308.0,4372.0,1073.4093264248704,1040.0,484.5439534392852,0
408.0,700.0,558.6666666666666,560.0,69.2820323027551,0
1468.0,1576.0,1522.0,1522.0,54.0,0
324.0,1664.0,690.4347826086956,588.0,270.3362245762126,0
628.0,4064.0,2346.0,2346.0,1718.0,1
328.0,10960.0,876.1531531531532,896.0,173.05517179830446,0
312.0,1636.0,588.0784313725491,548.0,195.5721463725218,0
512.0,3688.0,1135.157894736842,540.0,840.6699873915037,0
520.0,2072.0,825.25,540.0,507.9305439723034,0
548.0,1572.0,1181.0,1302.0,416.0420651809141,0
580.0,744.0,614.3260869565217,612.0,21.67101284507877,0
552.0,2756.0,1434.6666666666667,1380.0,495.6978086095575,1
404.0,708.0,568.0,574.0,88.72429205127534,0
416.0,1116.0,729.3333333333334,656.0,290.4402788105596,1
544.0,544.0,544.0,544.0,0.0,0
844.0,1100.0,1028.5217391304348,1040.0,52.7016785189481,1
356.0,1328.0,846.304845814978,860.0,64.96216807098448,0
524.0,2484.0,1005.4545454545456,544.0,714.1301592129552,0
476.0,1248.0,1001.5813953488372,1084.0,224.51790549180055,0
340.0,888.0,568.5384615384615,546.0,121.5237332848168,0
448.0,8440.0,1087.265306122449,524.0,1256.8796278882144,1
544.0,1168.0,991.9113082039912,992.0,85.169095562094,0
424.0,1260.0,704.0,566.0,326.22691489207324,0
584.0,620.0,600.6666666666666,598.0,9.910712498212336,0
312.0,1984.0,797.7142857142857,664.0,521.07957009208,1
388.0,804.0,630.3370786516854,632.0,47.11853182033504,0
416.0,844.0,698.0,698.0,100.0466557828563,0
408.0,1684.0,1000.0,954.0,463.8534251247909,0
724.0,724.0,724.0,724.0,0.0,0
412.0,1104.0,635.4285714285714,574.0,165.53882336423783,0
472.0,888.0,644.516129032258,640.0,53.32223262901218,0
512.0,512.0,512.0,512.0,0.0,0
584.0,708.0,621.3774104683196,620.0,20.300720906593032,0
1900.0,1900.0,1900.0,1900.0,0.0,1
584.0,600.0,588.5714285714286,584.0,5.827450872677469,0
796.0,1328.0,1099.3584905660375,1108.0,112.92493655448658,0
532.0,580.0,552.0,548.0,12.29929783657292,0
1468.0,1576.0,1522.0,1522.0,54.0,0
344.0,3024.0,1164.0,644.0,1098.3114312434338,1
396.0,9636.0,4268.0,2000.0,4057.445896127266,1
400.0,1616.0,830.0,652.0,465.3471822198992,0
552.0,552.0,552.0,552.0,0.0,0
332.0,1408.0,736.0,534.0,371.4296703280447,1
500.0,500.0,500.0,500.0,0.0,1
576.0,1016.0,868.0,940.0,171.51093259614677,0
760.0,3908.0,805.273381294964,800.0,132.65616863009876,0
412.0,908.0,680.8823529411765,672.0,73.34317591492201,0
340.0,672.0,519.5294117647059,520.0,70.15790395877912,0
440.0,440.0,440.0,440.0,0.0,0
448.0,1828.0,1067.144749290445,1088.0,135.41974709359644,0
560.0,1704.0,850.0,566.0,436.8966315579312,0
316.0,4500.0,728.4958677685951,564.0,533.3117662920718,0
556.0,628.0,592.4596273291926,592.0,11.79272003499826,0
556.0,1680.0,938.6666666666666,580.0,524.2933869080895,0
552.0,584.0,566.5714285714286,566.0,9.02151623076968,0
544.0,580.0,561.5238095238095,560.0,8.856630809571557,0
572.0,612.0,589.7435897435897,592.0,10.279972934010932,0
1352.0,1352.0,1352.0,1352.0,0.0,1
464.0,2120.0,788.4571428571429,720.0,265.2503230489098,0
592.0,1684.0,1138.0,1138.0,546.0,0
308.0,2512.0,854.433962264151,934.0,363.9106778978518,0
576.0,608.0,594.0,594.0,10.315037566582102,0
